,Epoch,TrainingLoss,ValidationLoss,ValidationDiceLoss,AUC_ROC,AUC_PR,TrainingTime
0,0.0,0.049214004206060716,1.1993225547648256,0.1275931630268633,0.8841365660170475,0.300451808171459,
1,1.0,0.03463940624514094,1.2438206143571673,0.12087875712348754,0.8843373680808937,0.30681057648366716,
2,2.0,0.028277996349087717,1.1427474431396054,0.1216116103541899,0.8827309424738329,0.305589023797986,
3,3.0,0.03921754695631412,1.143807960170131,0.12180940836787703,0.887951827073193,0.30935408375469076,
4,4.0,0.02785528335526922,1.1886031783740068,0.11969017168604226,0.8833333536922692,0.3005354760521387,
5,5.0,0.0291657955240703,1.149068479460545,0.11843860412697237,0.885943795243899,0.30296184822737454,
6,6.0,0.044913384077064016,1.1731363751929285,0.11737166027946165,0.8885542361372446,0.3116131199142301,
7,7.0,0.026467426970124608,1.2350310312158483,0.12454775681936119,0.8841365656579834,0.30488621241536484,
8,8.0,0.02370319919566197,1.1857289877359138,0.12281641998444216,0.8793172876399205,0.3072289165603109,
9,9.0,0.023501141742550063,1.1736794862454327,0.12704422411669689,0.8722891763870018,0.2929216877344143,
10,10.0,0.02058011094686804,1.1835803989115192,0.1231926802889889,0.8859437942265507,0.3094879526450452,
11,11.0,0.01609734064858857,1.1907239439958888,0.12056110541983302,0.8871486140901305,0.313922356709419,
12,12.0,0.01886331861833288,1.1693082557032877,0.1182794543394602,0.8845381712817763,0.30923694862898093,
13,13.0,0.02143567424516844,1.1325967547189975,0.1271542690125814,0.880522109538197,0.2954317276107978,
14,14.0,0.010878419290282802,1.1518727314264556,0.12055185449171257,0.8867470064316408,0.31375502094805957,
15,15.0,0.02177178408521698,1.1581960210400368,0.12242788770591399,0.884538173256629,0.2995314600178037,
16,16.0,0.020383277538803236,1.2677445889868104,0.12546995868644562,0.8871486132523142,0.3144243648013915,
17,17.0,0.009648713614224974,1.1409021816657867,0.11179320759562604,0.8901606622230576,0.313587684722909,
18,18.0,0.017839222281845417,1.1975497705272862,0.12380682512459507,0.8867470081671175,0.30346385622958105,
19,19.0,0.029169650834352665,1.2095222867112172,0.12449122528474493,0.8855421871665012,0.3154283809554146,
20,20.0,0.016621653048363726,1.2677164026657852,0.12642685596243924,0.8783132739095802,0.29334002767640904,
21,21.0,0.015389957039285689,1.2320832908453043,0.11961104245070951,0.8785140766915547,0.29501338775856906,
22,22.0,0.014585028573151184,1.2287001349936728,0.11799255623874894,0.884136564880011,0.3116633207593338,
23,23.0,0.015929688496098805,1.2490991960423905,0.1178843095360032,0.8777108649053726,0.2900769755124567,
24,24.0,0.012298500415214079,1.2233082686764851,0.1209162933280669,0.8785140796837557,0.28873828713254757,
25,25.0,0.015871862110964904,1.2238682236926137,0.12454626490792117,0.8815261248843258,0.3005354760820607,
26,26.0,0.011999702113781503,1.244388350463715,0.12620981534322104,0.8869478101711197,0.31392235681414604,
27,27.0,0.01969009172170105,1.1699054857496527,0.11779837340236189,0.8871486134318463,0.30747992053149215,
28,28.0,0.009972131105918443,1.216206612276778,0.1162972899086504,0.889759054923632,0.3093206166742317,
29,29.0,0.012086457797466393,1.2621045772872983,0.12393397667321814,0.8791164840201298,0.3037148602606063,
30,30.0,0.01732924036467181,1.1918805599144793,0.12294577427178502,0.8897590560606684,0.30789826045852586,
31,31.0,0.010311081660251452,1.1961218510914107,0.12106984159553864,0.8855421881240055,0.3050535482365683,
32,32.0,0.006284785180686541,1.264649878369817,0.11643641828054405,0.8829317456148714,0.3075635885468209,
33,33.0,0.010755198486823676,1.2476676759295167,0.12224245490319278,0.8875502193548593,0.3130020088250618,
34,34.0,0.017983951595797635,1.3444788052434724,0.12313566605250041,0.8773092550924982,0.3048862125200919,
35,35.0,0.012419330076645033,1.3586959292156011,0.12199387732279827,0.8799196969433482,0.30890227653774394,
36,36.0,0.014147993356495454,1.3023194002237073,0.12306931160061235,0.8829317474101921,0.30245984010548,
37,37.0,0.004542644648000517,1.3052298223382302,0.11654732911941038,0.8849397788804219,0.3063085683767336,
38,38.0,0.015619866240234493,1.1827438197485056,0.12443573814798072,0.879919699157577,0.29777443180062685,
39,39.0,0.00484317147805916,1.254194006020032,0.12228118954413388,0.882530138614666,0.31091030869617997,
40,13.0,0.0,1.1325967547189975,0.0,0.0,0.0,0.0
