,Epoch,TrainingLoss,ValidationLoss,ValidationDiceLoss,AUC_ROC,AUC_PR,TrainingTime
0,0.0,1.1725454727808635,1.0745733380317688,0.48844166100025177,0.7284462302923203,0.4811781644821167,
1,1.0,1.0122551495830219,1.0851976424455643,0.46457040309906006,0.7257456183433533,0.4703506827354431,
2,2.0,0.9852538456519445,1.06931471824646,0.46410857141017914,0.7263715118169785,0.4646730124950409,
3,3.0,0.9665060788393021,1.1201088428497314,0.45946069061756134,0.7215996235609055,0.4188305586576462,
4,4.0,0.9530071193973223,1.1352818012237549,0.4650030732154846,0.7225775122642517,0.4382414147257805,
5,5.0,0.9466039960583051,1.1041480898857117,0.46148674190044403,0.7217523902654648,0.4537316784262657,
6,6.0,0.9415518740812937,1.169554442167282,0.45958928763866425,0.7154501229524612,0.4168447256088257,
7,7.0,0.9396753683686256,1.1622539162635803,0.460208460688591,0.720544844865799,0.43525777012109756,
8,8.0,0.9378121346235275,1.1821317970752716,0.45963744819164276,0.7215824723243713,0.4322241470217705,
9,9.0,0.9406350726882616,1.1634346097707748,0.4608459174633026,0.7207971811294556,0.4457091614603996,
10,10.0,0.9386208206415176,1.1961370408535004,0.4635695815086365,0.7182360589504242,0.4223667159676552,
11,11.0,0.9361600975195566,1.1849243342876434,0.47151394188404083,0.7149958163499832,0.4332100450992584,
12,12.0,0.9368170325954756,1.179323524236679,0.4648137837648392,0.71792271733284,0.42964064329862595,
13,13.0,0.9368985121448835,1.1937207281589508,0.46319815516471863,0.716790571808815,0.4253034368157387,
14,14.0,0.9340892434120178,1.2267261445522308,0.46342673897743225,0.7200331538915634,0.43452177941799164,
15,15.0,0.936141217748324,1.2477579414844513,0.4592706859111786,0.7196394801139832,0.4195884168148041,
16,16.0,0.931887519856294,1.2792568802833557,0.4672193378210068,0.7154345065355301,0.41580691933631897,
17,17.0,0.9336839814980825,1.215562880039215,0.46016839146614075,0.718143105506897,0.4219512790441513,
18,18.0,0.9358166754245758,1.2890653908252716,0.4613843411207199,0.715586245059967,0.4046380817890167,
19,19.0,0.9409370323022207,1.173923671245575,0.46279479563236237,0.7187287509441376,0.42260028421878815,
20,20.0,0.9602547163764635,1.0989052653312683,0.4693952202796936,0.7168673127889633,0.44834358245134354,
21,21.0,0.9462945510943731,1.0922125577926636,0.47578082978725433,0.71601402759552,0.4670659676194191,
22,22.0,0.937072808543841,1.191985696554184,0.4574680030345917,0.7200146913528442,0.41440965980291367,
23,23.0,0.9344760874907175,1.1936362385749817,0.4588194191455841,0.7215018272399902,0.42969459295272827,
24,24.0,0.9342573160926501,1.2228381037712097,0.4563639461994171,0.7206932753324509,0.42486657202243805,
25,25.0,0.9334891140460968,1.2046829760074615,0.46307095885276794,0.7182568907737732,0.42206379771232605,
26,26.0,0.9331161205967268,1.1966484487056732,0.4586385190486908,0.719095379114151,0.419549860060215,
27,27.0,0.9338617871205012,1.2088079750537872,0.4677131474018097,0.7161415666341782,0.4161974638700485,
28,28.0,0.9340453321735064,1.157451570034027,0.4599892646074295,0.7182040512561798,0.4375193789601326,
29,29.0,0.9432514781753222,1.3028570115566254,0.45705099403858185,0.7151509523391724,0.3920518681406975,
30,30.0,0.9330104912320772,1.2587266564369202,0.4595524072647095,0.7166682034730911,0.4154869616031647,
31,31.0,0.9332862421870232,1.3079792261123657,0.45695944130420685,0.7165958136320114,0.39879197627305984,
32,32.0,0.9349251712361971,1.2112929821014404,0.4596002846956253,0.7184138149023056,0.41722477227449417,
33,33.0,0.9360419164101282,1.1669045984745026,0.4590950906276703,0.7156567424535751,0.4237610548734665,
34,34.0,0.9361982643604279,1.1824414134025574,0.457617923617363,0.7181660979986191,0.4258066266775131,
35,35.0,0.9314343283573786,1.199128895998001,0.4584394544363022,0.717888206243515,0.4213608205318451,
36,36.0,0.9333914965391159,1.2370287775993347,0.45724745094776154,0.7175953239202499,0.4145808666944504,
37,37.0,0.9332424725095431,1.1972480118274689,0.4579080790281296,0.7175814062356949,0.4249885529279709,
38,38.0,0.9298774475852648,1.209823876619339,0.45725639164447784,0.7173835337162018,0.4233095124363899,
39,39.0,0.9327774519721667,1.2399523556232452,0.45730695128440857,0.7173661142587662,0.4159291833639145,
40,2.0,0.0,1.06931471824646,0.0,0.0,0.0,0.0
