,Epoch,TrainingLoss,ValidationLoss,ValidationDiceLoss,AUC_ROC,AUC_PR,TrainingTime
0,0.0,0.1142459667374935,0.184394720941782,0.184394720941782,0.9596457667648792,0.49272501841187477,
1,1.0,0.11020689967817861,0.17676806077361107,0.17676806077361107,0.9630633667111397,0.4968185517936945,
2,2.0,0.10785833514969924,0.1757398582994938,0.1757398582994938,0.9625581651926041,0.48474266193807125,
3,3.0,0.10610348367925936,0.18302007764577866,0.18302007764577866,0.9605669938027859,0.4822116829454899,
4,4.0,0.10530679683967177,0.17179548740386963,0.17179548740386963,0.9632368795573711,0.48183615505695343,
5,5.0,0.10403059885419648,0.1704268679022789,0.1704268679022789,0.9627428613603115,0.4771951623260975,
6,6.0,0.10266826305483362,0.17181705310940742,0.17181705310940742,0.9622481055557728,0.47825067676603794,
7,7.0,0.10175524116149677,0.17469732463359833,0.17469732463359833,0.9580043628811836,0.4692560061812401,
8,8.0,0.1010674828379025,0.16995567828416824,0.16995567828416824,0.9620071053504944,0.46992712281644344,
9,9.0,0.09996106471921423,0.16747502610087395,0.16747502610087395,0.9624340124428272,0.47205473855137825,
10,10.0,0.09936064922163639,0.16941173374652863,0.16941173374652863,0.9603805691003799,0.46595792658627033,
11,11.0,0.09907335189762961,0.1696377843618393,0.1696377843618393,0.9606536738574505,0.45802874863147736,
12,12.0,0.0980651372759213,0.1719578094780445,0.1719578094780445,0.9583929479122162,0.45779269374907017,
13,13.0,0.09763438184860304,0.17270562797784805,0.17270562797784805,0.955765850841999,0.45454241521656513,
14,14.0,0.09669411329213035,0.1713898852467537,0.1713898852467537,0.9569977931678295,0.45363628305494785,
15,15.0,0.09608654435632263,0.16531263664364815,0.16531263664364815,0.95786577090621,0.4551796056330204,
16,16.0,0.09567227798142457,0.17039251327514648,0.17039251327514648,0.9571845158934593,0.4522960912436247,
17,17.0,0.09506731197751801,0.171258594840765,0.171258594840765,0.957538153976202,0.4476459380239248,
18,18.0,0.09452425640792095,0.1635523959994316,0.1635523959994316,0.9601635374128819,0.45507470332086086,
19,19.0,0.09395509312305544,0.16814354807138443,0.16814354807138443,0.9573158733546734,0.44974349066615105,
20,20.0,0.09345625803388398,0.16448146849870682,0.16448146849870682,0.958166915923357,0.44974474236369133,
21,21.0,0.09268875163176964,0.16684336960315704,0.16684336960315704,0.9579932615160942,0.4486655741930008,
22,22.0,0.09213522561078001,0.16842744871973991,0.16842744871973991,0.9580591470003128,0.4489782564342022,
23,23.0,0.09172591963425059,0.1643706075847149,0.1643706075847149,0.9594515115022659,0.4477146826684475,
24,24.0,0.09151110332000431,0.16635719686746597,0.16635719686746597,0.9572684578597546,0.4475666806101799,
25,25.0,0.09083342229204225,0.16437532380223274,0.16437532380223274,0.9557884000241756,0.4410775937139988,
26,26.0,0.09056994862157136,0.16582102701067924,0.16582102701067924,0.9575134553015232,0.4466304611414671,
27,27.0,0.08962738308413275,0.16670535132288933,0.16670535132288933,0.9560652561485767,0.4450361877679825,
28,28.0,0.08932738997078882,0.16470693424344063,0.16470693424344063,0.9558505676686764,0.4403490014374256,
29,29.0,0.08907045695582047,0.16353142634034157,0.16353142634034157,0.9589657858014107,0.4442453235387802,
30,30.0,0.08901995361732144,0.16689789667725563,0.16689789667725563,0.9538275115191936,0.44079586677253246,
31,31.0,0.08846902201328372,0.16346792876720428,0.16346792876720428,0.9556142427027225,0.43948422744870186,
32,32.0,0.08774228107753058,0.17000724002718925,0.17000724002718925,0.9540687911212444,0.4426670875400305,
33,33.0,0.08747830825486207,0.16600027307868004,0.16600027307868004,0.954704612493515,0.4407648891210556,
34,34.0,0.08677478464953418,0.1644880324602127,0.1644880324602127,0.9559124931693077,0.4403006136417389,
35,35.0,0.08683851728298395,0.16573068127036095,0.16573068127036095,0.9559896849095821,0.43733389116823673,
36,36.0,0.08622018574493859,0.16621851176023483,0.16621851176023483,0.9533850587904453,0.4343658294528723,
37,37.0,0.08565972473821029,0.1661767102777958,0.1661767102777958,0.9536182396113873,0.43467335030436516,
38,38.0,0.08523814490276017,0.16526143997907639,0.16526143997907639,0.954817496240139,0.4366852641105652,
39,39.0,0.08507743228245251,0.16334502026438713,0.16334502026438713,0.9537096619606018,0.4326146822422743,
40,39.0,0.0,0.16334502026438713,0.0,0.0,0.0,0.0
